Virtual Team Management,862,6,65000,8.33,237,0.16,30
Service Delivery Management,862,82,54875,4.52,237,0.16,15
IntelliJ,862,42,52500,-4.54,237,0.16,39
Applications Specialist,862,4,50000,0,237,0.16,44
Spreadsheet,863,-31,42500,6.25,236,0.16,84
CA,863,75,60000,13.20,236,0.16,44
Alteryx,863,89,55000,-8.33,236,0.16,37
Qlik Sense,863,45,51250,2.50,236,0.16,43
Community of Practice,863,239,57500,15.00,236,0.16,27
Full Stack Web Developer,863,85,45000,11.11,236,0.16,82
2nd/3rd Line Support,863,61,32500,0,236,0.16,16
Marketing Strategy,864,-45,50000,26.58,235,0.15,63
Logical Data Model,864,63,72500,20.83,235,0.15,36
Threat Analysis,864,165,45000,-18.91,235,0.15,21
iPad,864,-223,35000,-12.50,235,0.15,83
Insurance Business Analyst,864,144,60000,9.09,235,0.15,14
Usability Testing,865,13,50000,-9.09,234,0.15,88
Korn,865,138,55000,-6.38,234,0.15,20
EPiServer,865,-17,50000,5.26,234,0.15,36
QA Leader,865,-21,52500,-4.54,234,0.15,37
Transformation Manager,865,50,65000,0,234,0.15,9
Kubernetes Engineer,865,252,75000,25.00,234,0.15,66
Server Support,866,24,35000,7.69,233,0.15,18
Senior Test Analyst,866,31,45000,0,233,0.15,38
Data Warehouse Developer,866,-68,52500,10.52,233,0.15,49
Service Desk Support Analyst,866,9,25000,0,233,0.15,17
RHCE,867,96,65000,18.18,232,0.15,42
BigQuery,868,169,75000,20.00,231,0.15,76
Network Manager,868,39,60000,0,231,0.15,38
Graduate .NET Developer,868,11,27500,10.00,231,0.15,35
Author,869,85,40000,-6.97,230,0.15,6
Senior Systems Engineer,869,-16,52500,-7.89,230,0.15,88
Razor View Engine,870,-19,45000,0,229,0.15,59
Design Engineer,870,59,47500,0,229,0.15,357
Microsoft Developer,870,-104,50000,-4.76,229,0.15,89
CouchDB,871,185,66250,10.41,228,0.15,45
SQL Server Management Studio SSMS,871,-101,42500,-10.52,228,0.15,50
Email Marketing,872,42,31250,-3.84,227,0.15,77
Exchange Server 2007,872,-85,35000,14.75,227,0.15,23
IT Trainer,872,121,40000,5.26,227,0.15,39
IT Infrastructure Engineer,872,51,45000,20.00,227,0.15,55
DevOps Developer,872,145,50000,-16.66,227,0.15,31
Lead Generation,873,-28,43750,16.66,226,0.15,89
Senior Support Analyst,873,98,45000,23.28,226,0.15,14
Risk Analyst,873,42,62500,25.00,226,0.15,24
Finance Manager,873,44,80000,6.66,226,0.15,38
Order to Cash,874,120,62500,4.16,225,0.15,21
Multichannel Retail,874,127,60000,20.00,225,0.15,29
A Certification,874,-40,25000,21.95,225,0.15,57
Implementation Manager,874,94,56250,7.14,225,0.15,17
Cybersecurity Engineer,874,194,56500,25.55,225,0.15,33
Digital Business Analyst,874,-7,48000,-9.43,225,0.15,12
MBA,875,85,90000,28.57,224,0.15,24
COM,875,149,55000,29.41,224,0.15,1074
RAD,876,113,62500,-1.57,223,0.15,37
Lean Six Sigma,876,33,52500,0,223,0.15,31
JDBC,876,-71,57500,0,223,0.15,51
Distributed Denial-of-Service,876,72,60000,0,223,0.15,33
Windows Infrastructure Engineer,876,34,47500,5.55,223,0.15,38
Big Data Developer,876,56,70000,7.69,223,0.15,23
Lead DevOps Engineer,876,129,80000,6.66,223,0.15,40
Amazon EMR,876,189,70000,0,223,0.15,51
Unity Game Engine,877,-10,52500,10.52,222,0.15,70
Senior Security Engineer,877,164,60000,-11.11,222,0.15,27
Security Officer,877,14,52500,-19.23,222,0.15,17
Data Development,878,132,55000,6.79,221,0.15,39
SMS,878,-368,40000,1.26,221,0.15,42
Linux Support,878,26,42500,0,221,0.15,36
Technical Developer,878,11,61250,11.36,221,0.15,45
APMP,879,43,50000,-9.09,220,0.14,17
Marketing Manager,879,-69,57500,35.29,220,0.14,68
Office 365 Engineer,879,104,41500,3.75,220,0.14,31
Veritas,880,99,44000,1.14,219,0.14,33
Azure SQL Data Warehouse,880,164,60000,0,219,0.14,42
Resource Allocation,880,-44,56000,1.81,219,0.14,44
PBX,880,48,45000,12.50,219,0.14,46
Technical Author,880,76,40000,-6.97,219,0.14,6
Senior IT Engineer,880,186,42500,6.25,219,0.14,31
Site Reliability Engineer,880,160,75000,20.00,219,0.14,18
Hadoop YARN,880,145,85000,17.24,219,0.14,23
Ticket Management,881,-22,32500,2.36,218,0.14,21
Ethereum,881,126,80000,18.51,218,0.14,21
DevOps Manager,881,158,80000,6.66,218,0.14,14
Server Building,882,44,47500,-5.00,217,0.14,28
Oracle Workflow,882,166,57500,4.54,217,0.14,14
Xcode,882,-38,52500,16.66,217,0.14,47
Enterprise Cloud,882,223,65000,-7.14,217,0.14,23
VMware NSX,882,120,60000,-7.69,217,0.14,56
Credit Risk,883,-118,75000,15.38,216,0.14,32
Remedy ITSM,883,51,45000,5.26,216,0.14,17
Linux Systems Engineer,883,-17,52500,-5.40,216,0.14,39
QA Automation Tester,883,123,45000,-5.26,216,0.14,28
Data Ingestion,884,201,70000,0,215,0.14,37
Technical Specialist,884,-1,45000,2.27,215,0.14,34
Web Analytics,885,-111,47500,11.76,213,0.14,101
Haskell,885,93,75000,11.11,213,0.14,38
OSCP,885,79,62500,4.16,213,0.14,47
Applications Architect,885,139,75000,0,213,0.14,25
Device Driver,886,161,50000,-4.76,212,0.14,73
Graphite,886,205,65000,8.33,212,0.14,34
Cadence,887,123,70000,16.66,211,0.14,67
Image Processing,887,55,47500,5.55,211,0.14,68
PHP 7,887,-5,42500,0,211,0.14,66
MiFID,887,-14,75000,1.69,211,0.14,23
Test Automation Developer,887,157,55000,4.76,211,0.14,13
Teradata,888,-58,65000,18.18,210,0.14,37
Trend Analysis,888,13,45000,12.50,210,0.14,30
Personalization,888,55,58750,11.90,210,0.14,34
EJB,888,-24,55000,2.80,210,0.14,39
Salesforce.com CRM,888,-7,49000,-2.00,210,0.14,30
Embedded Linux,889,31,50000,0,209,0.14,96
Cyber Kill Chain,889,255,45000,-18.18,209,0.14,4
Dynamics CRM Developer,889,26,50000,-9.09,209,0.14,64
Senior React Developer,889,124,62500,0,209,0.14,57
Flink,890,201,85000,9.67,208,0.14,21
Windows Support Engineer,890,7,35000,2.94,208,0.14,20
Cloud Infrastructure Engineer,890,105,55000,10.93,208,0.14,43
Blockchain Developer,890,76,72500,7.40,208,0.14,18
PHPUnit,891,-90,45000,0,207,0.14,43
Network Support Engineer,891,26,36500,-8.75,207,0.14,36
Reverse Engineering,892,121,52500,-8.69,206,0.14,38
Release Manager,892,23,60000,9.09,206,0.14,32
Analytics Manager,892,4,67500,5.88,206,0.14,55
vRealize,892,174,70000,19.65,206,0.14,22
Cisco ISE,893,103,57500,0,205,0.13,32
Servlets,893,-51,56500,7.61,205,0.13,28
Blue Coat,894,-24,58750,11.90,204,0.13,30
Agile Testing,894,143,60000,20.00,204,0.13,25
F5 BIG-IP LTM,894,172,60000,9.09,204,0.13,24
Project Engineer,894,87,45000,5.88,204,0.13,80
Senior Cloud Engineer,894,106,62500,0,204,0.13,28
Sony,895,72,42500,-8.10,203,0.13,41
Biology,895,204,45139,15.74,203,0.13,40
Infrastructure Specialist,895,99,48000,-4.00,203,0.13,31
Product Analyst,895,61,51500,3.00,203,0.13,25
DevOps Consultant,895,111,62500,-16.66,203,0.13,33
Azure DevOps,896,130,63747,-1.92,202,0.13,76
Threat Modelling,897,98,71000,-0.69,201,0.13,28
Disruptive Innovation,897,104,62500,13.63,201,0.13,33
Payment Gateway,897,79,60000,20.00,201,0.13,30
Virtual Desktop,897,20,60000,14.28,201,0.13,19
Support Team Leader,897,69,43500,8.84,201,0.13,17
Incident Manager,897,85,50000,-4.76,201,0.13,9
RUP,898,-157,57500,-4.16,200,0.13,28
Telesales,898,18,37500,36.36,200,0.13,80
SABSA,898,125,82500,1.53,200,0.13,41
Don't repeat yourself DRY,898,90,55000,0,200,0.13,29
Clojure,898,-13,70000,0,200,0.13,49
Qt,898,-26,45000,0,200,0.13,84
Android Studio,898,-10,50000,0,200,0.13,68
Senior Agile Developer,898,-44,67500,17.39,200,0.13,34
Erlang,899,133,67179,11.96,199,0.13,23
WebSphere MQ,899,93,67500,12.50,199,0.13,13
TestNG,899,5,50000,-8.25,199,0.13,43
SWIFT,899,110,70000,7.69,199,0.13,24
Management Consultant,899,-9,67500,8.00,199,0.13,16
Agile Scrum Master,899,123,60000,-4.00,199,0.13,19
SPSS,900,-7,47500,0,198,0.13,25
Field-Programmable Gate Array,900,47,47500,-5.00,198,0.13,192
Oracle Applications,900,134,56250,-2.17,198,0.13,13
Business Architect,900,138,72500,-3.33,198,0.13,23
Salesforce Service Cloud,900,58,60000,-7.69,198,0.13,44
Intel,901,59,47500,5.55,197,0.13,29
Business Process Mapping,901,123,57500,9.52,197,0.13,15
Senior Data Warehouse Specialist,901,52,55000,10.00,197,0.13,29
PMO Manager,901,101,57500,4.54,197,0.13,15
Hyperion,902,22,55000,-4.34,196,0.13,23
CGI,902,200,42500,-5.55,196,0.13,40
scikit-learn,902,139,66250,1.92,196,0.13,31
Business Change Manager,902,27,55000,-4.34,196,0.13,15
CRM Consultant,902,-56,55000,-8.33,196,0.13,61
Senior IT Manager,902,48,62500,0,196,0.13,19
Azure Consultant,902,57,62500,-3.84,196,0.13,28
ATDD,903,62,60000,20.00,195,0.13,37
ACCA,903,-23,67500,12.50,195,0.13,103
Renewable Energy,903,209,52500,31.25,195,0.13,72
SAP SD,903,-167,60000,11.11,195,0.13,8
SQL Data Analyst,903,-54,40000,0,195,0.13,22
Apache Flume,904,97,77500,3.33,194,0.13,25
Microsoft Consultant,904,-85,60000,1.26,194,0.13,79
Geospatial Data,905,128,45000,5.88,193,0.13,46
Data Extraction,905,-43,52000,15.55,193,0.13,51
Information Governance,905,45,53000,-3.63,193,0.13,43
Fibre Channel,905,120,52000,4.00,193,0.13,38
Digital Designer,905,-1,40000,6.66,193,0.13,104
Reinforcement Learning,906,151,65000,0,192,0.13,21
VPLS,906,100,52500,5.00,192,0.13,26
Balsamiq Mockups,906,58,50000,17.64,192,0.13,44
Business Intelligence Consultant,906,-87,50000,-13.04,192,0.13,38
Norton AntiVirus,906,157,45000,12.50,192,0.13,32
CCDP,907,45,60000,0,191,0.13,42
XSL,907,3,50000,-4.76,191,0.13,17
Head of Security,907,122,90000,-5.26,191,0.13,14
IT Infrastructure Manager,907,-15,57500,9.52,191,0.13,28
Operations Management,908,49,55000,0,190,0.13,43
Bluetooth,908,113,50000,0,190,0.13,97
NX-OS,908,128,55000,22.22,190,0.13,22
HNC,908,123,37750,19.84,190,0.13,269
Senior ASP.NET Developer,908,-141,51000,0,190,0.13,28
AirWatch,908,62,45000,-14.28,190,0.13,30
Multimedia,908,-8,40000,-13.51,190,0.13,99
Oracle BI EE,909,-86,50000,2.04,189,0.12,32
Oracle RAC,909,108,52500,11.70,189,0.12,25
Product Marketing,910,72,65000,8.33,188,0.12,31
CESG Certified Professional,910,101,62500,8.69,188,0.12,39
Animation,910,13,50000,25.00,188,0.12,83
Business Development Manager,910,-69,50000,-4.76,188,0.12,63
Polycom,911,157,23000,-37.83,187,0.12,13
Client Onboarding,911,44,67500,-3.57,187,0.12,13
Delivery Project Manager,911,41,58000,0.86,187,0.12,20
Systems Architect,911,117,70000,12.90,187,0.12,31
1st Line Support Engineer,911,10,22500,7.14,187,0.12,22
Finance Business Analyst,911,-92,55000,0,187,0.12,15
Amazon Kinesis,911,99,80000,14.28,187,0.12,71
VB6,912,28,40000,-5.88,186,0.12,59
ES7,912,48,50000,-16.66,186,0.12,61
WebEx,912,157,57500,27.77,186,0.12,32
Retrofit,912,162,65000,4.00,186,0.12,26
SAP Solutions Architect,912,46,80000,16.36,186,0.12,13
Principal Developer,912,130,60395,-7.08,186,0.12,13
Senior .NET Software Developer,912,-22,47500,-5.00,186,0.12,37
SharePoint Developer,913,-102,48500,7.77,185,0.12,84
C# Architect,913,177,77500,10.71,185,0.12,19
Graduate Consultant,913,54,27000,-1.81,185,0.12,51
E-Commerce Manager,914,-19,62375,13.40,184,0.12,14
Senior Test Automation Engineer,914,164,52500,5.00,184,0.12,21
Microsoft Clustering,914,71,50000,11.11,184,0.12,40
Route 53,914,98,65000,18.18,184,0.12,67
Spotfire,915,63,55000,10.00,183,0.12,28
ArchiMate,915,119,55000,-21.42,183,0.12,14
Software Licensing,915,80,42500,-5.55,183,0.12,21
CodeIgniter,915,-122,37500,-6.25,183,0.12,57
Video\Live Streaming,915,87,45000,0,183,0.12,82
Principal Consultant,915,-59,82500,3.12,183,0.12,24
Electronics Engineer,915,43,45000,5.88,183,0.12,129
SAP Data Services,916,100,50000,-4.76,182,0.12,10
Dropwizard,916,75,57500,-8.00,182,0.12,34
Games Developer,916,1,52500,0,182,0.12,56
Senior Business Intelligence Developer,916,123,55000,0,182,0.12,45
Senior C# Software Developer,916,-79,50000,0,182,0.12,65
OneDrive,916,-4,45000,0,182,0.12,66
Citrix Engineer,917,64,45000,12.50,181,0.12,21
Contracts Manager,917,203,85000,70.00,181,0.12,27
IT Architect,917,41,65000,-10.34,181,0.12,37
Automation Test Lead,917,63,50000,-4.76,181,0.12,26
Salesforce Sales Cloud,917,94,52500,-12.50,181,0.12,38
Brocade,918,-42,52500,22.09,180,0.12,36
Rapid Prototyping,918,-19,49000,-1.01,180,0.12,63
Stakeholder Identification,918,109,55000,4.76,180,0.12,25
SCVMM,918,82,60000,26.31,180,0.12,30
CCTV,919,70,35000,4.47,179,0.12,184
QA Manager,919,141,60000,4.34,179,0.12,18
Unix Engineer,920,91,60000,9.09,178,0.12,21
Business Intelligence Manager,920,66,65000,9.70,178,0.12,43
Junior C# .NET Developer,920,19,30000,0,178,0.12,37
ADSL,921,97,25000,-16.66,177,0.12,34
SignalR,921,122,72500,31.81,177,0.12,26
Moq,921,-322,55000,15.78,177,0.12,38
Report Analyst,921,-49,37500,-10.71,177,0.12,26
ERP Consultant,921,109,59000,18.00,177,0.12,31
Drupal Developer,921,89,45000,-5.26,177,0.12,31
OLTP,922,28,57500,15.00,176,0.12,26
BusinessObjects Business Intelligence,922,-33,57000,-0.86,176,0.12,15
SciPy,922,126,70000,7.69,176,0.12,38
Exchange Server 2003,922,73,42500,27.81,176,0.12,16
SQL Database Developer,922,102,47500,5.55,176,0.12,28
ERP Manager,922,-79,62500,4.16,176,0.12,55
Linux Developer,922,-21,50000,0,176,0.12,73
Core Java Developer,922,84,75000,0,176,0.12,11
Remediation Plan,923,144,55000,4.76,175,0.12,10
Robot Framework,923,174,46250,15.62,175,0.12,17
SAP HR,923,52,45000,0,175,0.12,7
CRM Manager,923,21,51000,-11.30,175,0.12,42
Site Engineer,923,154,72500,18.36,175,0.12,23
Cybersecurity Consultant,923,125,67500,11.57,175,0.12,53
Head of Engineering,923,125,100000,0,175,0.12,17
Critical Success Factor,924,148,70000,16.66,174,0.11,16
Scorecard,924,130,50000,17.64,174,0.11,30
802.1X,924,83,65000,23.80,174,0.11,28
GoCD,924,122,57500,-9.80,174,0.11,21
AS400,924,79,40000,0,174,0.11,13
Software Test Analyst,924,62,32500,0,174,0.11,29
LogRhythm,925,138,60000,-4.00,173,0.11,26
Oracle Database 10g,925,-104,50000,0,173,0.11,25
Data Acquisition,925,129,52500,16.66,173,0.11,58
Android SDK,925,-60,50000,0,173,0.11,51
Equity Derivative,925,41,70000,-3.44,173,0.11,9
VirtualBox,925,91,53000,68.25,173,0.11,46
Project Coordinator,925,74,32500,12.06,173,0.11,23
Senior Solutions Architect,925,99,80000,8.10,173,0.11,26
Senior Automation Tester,925,33,52500,-4.54,173,0.11,18
Active Directory Support,925,-65,29500,5.35,173,0.11,9
Pay per click,926,-198,35000,7.69,172,0.11,90
Spark Streaming,926,163,70000,-9.67,172,0.11,20
Online Games,926,-32,50000,-4.76,172,0.11,83
Enterprise Storage,926,19,43250,15.33,172,0.11,22
SAP MM,926,-136,57500,-4.16,172,0.11,9
Oracle ERP,926,70,61250,24.36,172,0.11,17
NFS,926,60,45500,1.11,172,0.11,20
SAP Implementation,927,-41,61000,1.66,171,0.11,19
Progressive Web App,927,214,45000,5.88,171,0.11,27
Infrastructure Consultant,927,-44,57500,9.52,171,0.11,29
SonicWALL,928,101,34000,-19.04,170,0.11,48
Cloud Operations,928,50,72500,3.57,170,0.11,24
Wiki,928,146,55750,11.50,170,0.11,24
Market Risk,928,69,75000,-16.66,170,0.11,13
C/C# Developer,928,97,57500,27.77,170,0.11,23
Active Directory Engineer,928,3,42500,13.33,170,0.11,17
Data Guard,928,86,50000,13.63,170,0.11,13
Adobe Creative Cloud,928,20,36250,-3.33,170,0.11,61
Oracle APEX,929,100,50000,17.64,169,0.11,20
Senior Linux Engineer,929,73,62500,0,169,0.11,34
Head of Delivery,929,74,82500,6.45,169,0.11,19
Italian Language,929,132,42500,21.42,169,0.11,27
Salesforce Marketing Cloud,930,134,52000,-13.33,168,0.11,59
Contingency Planning,930,52,65000,28.14,168,0.11,20
Embedded C,930,-114,52500,5.00,168,0.11,78
Reference Data,930,5,65000,-7.14,168,0.11,21
Senior Applications Support,930,110,50000,0,168,0.11,16
Digital Transformation,930,25,70000,-6.66,168,0.11,8
logstash,930,69,65000,-3.70,168,0.11,37
Azure Functions,930,169,60000,-20.00,168,0.11,43
Virtual Infrastructure,931,134,40000,-14.89,167,0.11,16
Struts,931,-143,55000,2.80,167,0.11,25
Integration Architect,931,54,80000,6.66,167,0.11,55
SCCM Engineer,931,50,47500,10.46,167,0.11,8
HTTPS,932,30,53750,19.44,166,0.11,25
Web Applications Developer,932,-83,45000,12.50,166,0.11,47
ArcSight,933,95,55000,-15.38,165,0.11,33
Network Certification,933,-22,37500,82.92,165,0.11,16
OpenGL,933,10,55000,10.00,165,0.11,61
Ionic Framework,933,43,50000,8.10,165,0.11,49
MSBuild,933,-116,60000,-4.00,165,0.11,13
CRM Analyst,933,-10,42500,6.25,165,0.11,32
Trend Micro,934,208,65000,36.84,164,0.11,5
3rd Line Support Analyst,934,74,35000,-6.66,164,0.11,8
SOC Analyst,934,52,47500,5.55,164,0.11,22
General Ledger,934,35,64250,16.81,164,0.11,50
VMS,935,91,57500,-1.75,163,0.11,30
Java 9,935,180,57500,-4.16,163,0.11,36
Apache Cordova,935,12,52500,5.00,163,0.11,55
Network Infrastructure Engineer,935,21,47500,5.55,163,0.11,25
Android Engineer,935,110,60000,14.28,163,0.11,11
T-SQL Developer,935,-45,45000,0,163,0.11,14
Infor,936,-242,50000,5.26,162,0.11,76
Cash Management,936,81,62500,8.69,162,0.11,28
Dependency Management,936,96,57500,15.00,162,0.11,26
Malware Analysis,936,57,55000,-4.34,162,0.11,17
CCSP,936,153,65000,13.04,162,0.11,21
SAP Hybris,936,-103,82500,37.50,162,0.11,10
Portfolio Manager,936,79,65000,0,162,0.11,16
IT Graduate,936,-5,27500,22.22,162,0.11,30
Senior C# ASP.NET Developer,936,-144,51000,0,162,0.11,24
HAProxy,936,71,52500,-1.17,162,0.11,29
Telerik,937,60,42500,0,161,0.11,25
Business Process Analysis,937,-142,55000,0,161,0.11,14
Bourne shell,937,131,55000,-12.00,161,0.11,8
RS-485,937,214,47500,18.75,161,0.11,30
Artifactory,937,60,55000,-12.00,161,0.11,57
Zephyr,937,98,50000,17.64,161,0.11,13
Gatling,937,109,55000,-4.34,161,0.11,37
Service Desk Manager,937,-24,47500,11.76,161,0.11,9
WordPress Developer,937,115,35000,4.08,161,0.11,54
1st/2nd Line Support Analyst,937,10,26000,4.00,161,0.11,9
2nd Line Service Desk Analyst,937,104,28398,7.16,161,0.11,5
Linux Infrastructure Engineer,937,122,52500,16.66,161,0.11,20
Azure Infrastructure Engineer,937,138,52500,5.00,161,0.11,15
Private Banking,937,112,77500,55.00,161,0.11,3
CyberArk,938,94,60000,-11.11,160,0.11,26
WFM,938,112,50000,5.26,160,0.11,22
IT Security Manager,938,0,62500,-7.40,160,0.11,22
Active Directory Analyst,938,60,27500,-6.77,160,0.11,4
Amazon ELB,938,126,66000,10.00,160,0.11,45
Yii,939,100,45000,12.50,159,0.10,23
Business Project Manager,939,97,57500,4.54,159,0.10,7
Salesforce Consultant,939,-11,60000,0,159,0.10,38
Performance Improvement,940,56,52500,10.52,158,0.10,34
Apache NiFi,940,204,67500,-17.93,158,0.10,29
NetBackup,940,85,47500,-4.04,158,0.10,27
BEM - Block Element Modifier,941,141,45000,-20.00,157,0.10,24
F5 BIG-IP GTM,941,189,60000,12.14,157,0.10,15
Distributed Ledger,941,130,85000,21.42,157,0.10,29
SAP Business Analyst,941,-106,54000,-1.81,157,0.10,3
Forcepoint,942,95,52500,5.00,156,0.10,15
Extreme Programming,942,-4,61500,11.81,156,0.10,27
PLM,942,71,62000,3.33,156,0.10,35
Systems Support Analyst,942,47,36500,-1.35,156,0.10,16
C Software Engineer,942,-122,45000,-10.00,156,0.10,96
Magento Developer,942,-29,45000,12.50,156,0.10,57
Analytics Consultant,942,60,60000,11.62,156,0.10,21
High-Fidelity Prototypes,943,125,52750,31.87,155,0.10,39
J2SE,943,-19,70000,3.70,155,0.10,40
SharePoint Server,943,14,60000,20.00,155,0.10,21
SAP BPC,943,-19,57500,-8.00,155,0.10,16
Apache ZooKeeper,943,177,70000,-12.50,155,0.10,18
Network Consultant,943,48,61250,2.08,155,0.10,54
Senior DBA,943,-18,55000,-4.34,155,0.10,16
RavenDB,944,1,60000,26.31,154,0.10,38
Threat Detection,944,98,57500,6.48,154,0.10,28
Chai,944,73,66250,10.41,154,0.10,45
Temenos T24,944,186,55000,-26.66,154,0.10,3
Chief Technology Officer,944,20,115000,21.05,154,0.10,26
Open Source Development,945,20,62500,13.63,153,0.10,40
Probabilistic Modelling,945,150,92500,32.14,153,0.10,9
CCSA,945,77,45000,-25.00,153,0.10,15
XenServer,945,4,40000,-11.11,153,0.10,38
Field Support Engineer,945,115,30000,0,153,0.10,19
Windows Support Analyst,945,25,32500,10.16,153,0.10,6
Solutions Consultant,945,13,62750,0.40,153,0.10,26
Head of Digital,945,120,85000,9.67,153,0.10,8
SAP Project Manager,946,84,75000,4.89,152,0.10,22
1st Line Service Desk Analyst,946,60,22500,0,152,0.10,5
HSRP,947,56,57500,13.30,151,0.099,37
Software Programmer,947,37,50000,11.11,151,0.099,21
Ariba,948,-19,68750,5.76,150,0.099,28
Citrix Certification,948,-101,43250,8.12,150,0.099,17
OpenCV,948,160,52500,23.52,150,0.099,28
Kendo UI,948,-34,55000,15.78,150,0.099,29
Play Framework,948,51,65000,-7.14,150,0.099,47
CESG,948,32,60000,4.34,150,0.099,32
Systems Support Engineer,948,92,37500,1.35,150,0.099,24
Senior Product Manager,948,78,77500,14.81,150,0.099,11
Exchange Engineer,948,-27,50000,47.05,150,0.099,18
IT Security Engineer,948,121,55000,4.76,150,0.099,14
Java Scala Developer,948,-3,61250,-2.00,150,0.099,32
FortiGate,948,67,47500,0,150,0.099,21
Blue Prism,949,167,52500,-12.50,149,0.098,28
Operational Acceptance Testing,949,87,49000,6.52,149,0.098,27
Typography,949,32,50000,11.11,149,0.098,55
Multi-Factor Authentication,949,65,57500,-4.16,149,0.098,29
Xbox,949,14,60000,14.28,149,0.098,58
Information Security Consultant,949,57,60000,0,149,0.098,14
Web Analyst,949,-30,37500,-6.25,149,0.098,54
Junior Python Developer,949,125,42500,30.76,149,0.098,23
Head of Architecture,949,95,97500,14.70,149,0.098,10
C# VB.NET Developer,949,40,41000,-3.52,149,0.098,27
Salesforce Analyst,949,28,52500,0,149,0.098,34
Rackspace,950,108,65000,18.18,148,0.097,16
Cyber Intelligence,950,185,51250,-26.78,148,0.097,18
Integration Engineer,950,-15,52500,0,148,0.097,60
Senior Agile Java Developer,950,84,70000,0,148,0.097,13
Demand Management,951,-15,63500,5.83,147,0.097,24
PHP 5,951,-14,42500,0,147,0.097,39
Analyst Programmer,951,84,42000,-1.17,147,0.097,23
Head of Operations,951,78,90000,12.50,147,0.097,13
UX Developer,951,124,49500,23.75,147,0.097,30
Machine Learning Developer,951,68,62500,13.63,147,0.097,15
E-Commerce Developer,951,-140,50000,-13.04,147,0.097,28
Heroku,951,26,70000,21.73,147,0.097,44
RedGate,952,51,42500,-24.77,146,0.096,11
Databricks,952,218,80000,6.66,146,0.096,24
Sqoop,952,118,67500,-3.57,146,0.096,18
Embedded Software Development,952,28,45000,-10.00,146,0.096,56
Database Security,952,99,57500,9.52,146,0.096,16
SharePoint 2010,952,-97,48500,7.77,146,0.096,27
iSeries,952,84,40000,0,146,0.096,10
Oracle Financials,952,-21,52500,1.94,146,0.096,8
Terminal Services,952,10,34000,-15.00,146,0.096,30
Test Development Engineer,952,128,60000,33.33,146,0.096,22
Cybersecurity Manager,952,52,70000,-11.11,146,0.096,36
Hadoop Engineer,952,112,75000,7.14,146,0.096,9
McAfee ePO,952,108,55000,4.76,146,0.096,17
Failover Clustering,952,128,55000,37.50,146,0.096,34
CloudFront,952,119,65000,18.18,146,0.096,47
Supplier Relationship Management,953,-6,60000,4.34,145,0.095,15
XPath,953,7,45000,-10.00,145,0.095,26
Java SE,953,43,50000,0,145,0.095,19
Bitcoin,953,15,75000,0,145,0.095,11
Help Desk Support Analyst,953,63,24000,4.34,145,0.095,8
Senior Service Manager,953,132,67500,3.84,145,0.095,16
ERP Analyst,953,61,41250,10.00,145,0.095,16
SaltStack,954,20,67500,22.72,144,0.095,36
Enterprise Data Warehouse,954,41,60000,7.14,144,0.095,32
MQSeries,954,141,45000,-20.35,144,0.095,2
Windows Server Engineer,954,-36,45000,12.50,144,0.095,21
AWS Software Engineer,954,153,60000,0,144,0.095,33
PHP Laravel Developer,954,-8,50000,33.33,144,0.095,39
Information Officer,954,10,50000,-23.07,144,0.095,38
MicroStrategy,955,-64,53750,7.50,143,0.094,23
MapR,955,156,85000,21.42,143,0.094,19
Cost-Benefit Analysis,955,76,60000,0,143,0.094,28
GCIH,955,20,57000,-0.86,143,0.094,8
WSDL,955,55,49250,-7.07,143,0.094,38
SailPoint,955,116,70000,-12.50,143,0.094,20
NServiceBus,955,47,47500,0,143,0.094,33
Windows Administrator,955,65,42500,0,143,0.094,21
Lead Solutions Architect,955,81,85000,0,143,0.094,19
Apigee,955,135,80000,6.66,143,0.094,29
Informatics,956,101,47250,-0.52,142,0.093,35
Antivirus Management,956,89,37500,-21.05,142,0.093,26
Java Technical Architect,956,110,80000,6.66,142,0.093,13
Web Manager,956,1,52500,5.00,142,0.093,24
Junior Front End Developer Client-Side Developer,956,59,27500,10.00,142,0.093,32
Product Business Analyst,956,92,55000,4.76,142,0.093,13
3PAR,957,-18,47000,-10.47,141,0.093,27
Star Schema,957,27,53000,0.95,141,0.093,32
CIMA,957,-75,66250,10.41,141,0.093,86
ISO/IEC 20000,957,65,54000,11.34,141,0.093,18
Software Packaging,957,68,42500,0,141,0.093,10
JBehave,957,18,67500,22.72,141,0.093,16
Junior PHP Developer,957,32,30000,9.09,141,0.093,42
Data Business Analyst,957,-66,46500,-15.45,141,0.093,14
Java Developer in Test,957,75,60000,9.09,141,0.093,10
AWS Elastic Beanstalk,957,29,60000,0,141,0.093,42
Help Desk Engineer,958,48,23000,-4.16,140,0.092,17
IT Director,958,62,92500,-3.89,140,0.092,17
Big Data Architect,958,61,97500,18.18,140,0.092,22
ASP.NET MVC 4,959,-30,47500,-5.00,139,0.091,22
3G,960,97,26500,-41.11,138,0.091,33
DOM,960,7,55000,10.00,138,0.091,43
Compliance Manager,960,126,57500,0,138,0.091,24
Software Team Leader,960,-25,55000,-4.34,138,0.091,43
Cisco Prime,960,101,62500,28.86,138,0.091,18
Business Process Improvement,961,41,55000,22.22,137,0.090,19
ReSharper,961,112,50000,11.11,137,0.090,25
Video on Demand,961,141,71250,16.80,137,0.090,37
Quantitative Developer,961,6,95000,-5.00,137,0.090,20
